id,arrival,deadline,Utilization,Profit
0.0,1.0,10.57096514131894,4.0,0.17277988214073875
1.0,1.0,1.1776781257808224,8.0,62.04138352646233
2.0,1.0,1.8493064543796427,9.0,47.0568700794442
3.0,1.0,6.9767046748293655,1.0,0.027232374758104555
4.0,1.0,6.018786070997874,7.0,1.871070730480243
5.0,1.0,2.3168815446386564,8.0,23.407409227313796
6.0,1.0,7.556818539800304,9.0,1.8412493301893238
7.0,1.0,10.6095620428686,2.0,0.04285239114415835
8.0,1.0,9.328293732498128,7.0,0.6964137032762123
9.0,1.0,7.94345650949961,1.0,0.020320417091963076
10.0,1.0,10.576963332176724,9.0,0.8736146377336548
11.0,1.0,2.6651036507885517,4.0,4.241140466059596
12.0,1.0,6.7257023869433485,1.0,0.029600101599805403
13.0,1.0,9.76992522501235,1.0,0.01283506112331583
14.0,1.0,1.4381650874608445,5.0,20.97335417461877
15.0,1.0,3.0452535246680665,4.0,3.0869783269471944
16.0,1.0,6.329859366275943,3.0,0.3060454081452716
17.0,1.0,4.9163639763766325,8.0,3.9172704803152687
18.0,1.0,2.003323850027932,8.0,31.893813565797085
19.0,1.0,5.200061680954845,5.0,1.3411644372720752
20.0,1.0,6.877751511706966,1.0,0.028131007244701217
21.0,1.0,2.655147724307725,7.0,13.103307044833585
22.0,1.0,4.18268260368383,6.0,3.234655798660387
23.0,1.0,7.795567179183693,6.0,0.7630394979378398
24.0,1.0,2.8427817774776063,1.0,0.22748756449140292
25.0,1.0,5.575911869993415,3.0,0.41022893184728537
26.0,1.0,6.375466465281791,8.0,2.1407804148286873
27.0,1.0,7.415825156430165,2.0,0.09487033166710929
28.0,1.0,8.993717342594941,8.0,0.9861398513343272
29.0,1.0,4.7935376030876355,6.0,2.339040313997377
30.0,1.0,9.071912377388161,1.0,0.015115839610705922
31.0,1.0,9.37310992232101,6.0,0.5062652449585161
32.0,1.0,7.514947870280727,5.0,0.5754462284503356
33.0,1.0,8.097303203040752,4.0,0.311455451680745
34.0,1.0,8.410678166129049,4.0,0.2861324945057694
35.0,1.0,10.477237411928146,8.0,0.7047058907955737
36.0,1.0,10.839057476849025,7.0,0.5009863704265246
37.0,1.0,4.1225913904500615,8.0,5.953168843805761
38.0,1.0,7.4457236747798365,5.0,0.5875806091537374
39.0,1.0,9.835276519070028,1.0,0.01264828354848313
40.0,1.0,9.359368140722559,3.0,0.1269768967590527
41.0,1.0,5.523206482435292,6.0,1.6775867558956121
42.0,1.0,6.150535144616999,5.0,0.908165825756157
43.0,1.0,4.078836157599122,3.0,0.8588415569677909
44.0,1.0,3.92617042631478,9.0,8.470611830021292
45.0,1.0,3.47956406439625,2.0,0.559578462313279
46.0,1.0,8.351869761468723,5.0,0.4541326975510169
47.0,1.0,10.251026763936052,5.0,0.28874529894917705
48.0,1.0,3.459424260903551,2.0,0.5674750783415268
49.0,1.0,7.217433163650791,9.0,2.042541595160056
50.0,1.0,4.176377240115199,5.0,2.254410724289632
51.0,1.0,3.492869767455886,4.0,2.217786748065822
52.0,1.0,3.988609046249861,1.0,0.10068684506689161
53.0,1.0,3.3209807315659385,9.0,12.682106523901558
54.0,1.0,5.229847145808115,6.0,1.905608148347483
55.0,1.0,2.666634740097305,7.0,12.970953630074424
56.0,1.0,3.4103301888609905,8.0,9.398369790826612
57.0,1.0,2.7993049034999737,8.0,15.103251482265462
58.0,1.0,4.585499592505892,1.0,0.07217190426640074
59.0,1.0,5.521270857049682,6.0,1.6789564598388727
60.0,1.0,6.391254125072184,9.0,2.6941069964678626
61.0,1.0,5.561647731820498,5.0,1.1463351877903627
62.0,1.0,5.277166439292477,2.0,0.20731669599341904
63.0,1.0,4.507773025343231,7.0,3.682972273010056
64.0,1.0,3.7875813766754756,7.0,5.586840639614266
65.0,1.0,9.733988014024959,8.0,0.8281300602984427
66.0,1.0,3.0584462249280264,7.0,9.356142966681672
67.0,1.0,5.237110153265541,9.0,4.273706650919744
68.0,1.0,1.4851991380762053,3.0,7.284982505395901
69.0,1.0,1.2926460227691599,9.0,74.6102516140605
70.0,1.0,9.681344940327563,1.0,0.013094875652425382
71.0,1.0,9.073944167588202,5.0,0.37770869396369555
72.0,1.0,5.833202405917809,6.0,1.4778418855353352
73.0,1.0,5.9113831749775745,4.0,0.6368999609904232
74.0,1.0,10.72769027010536,3.0,0.0941147357850869
75.0,1.0,4.58302810064583,4.0,1.1562288995211687
76.0,1.0,6.676770548144049,3.0,0.2708744597689202
77.0,1.0,9.128771895661695,7.0,0.7305044841882631
78.0,1.0,6.2042437541441915,4.0,0.56971630834165
79.0,1.0,6.327560313670213,7.0,1.6676366812470744
80.0,1.0,1.3143098847360006,8.0,58.24585135988543
81.0,1.0,2.8674800945050256,9.0,18.05021206639868
82.0,1.0,8.606432259232168,2.0,0.06796039274135969
83.0,1.0,10.456228499221503,3.0,0.09953521761446357
84.0,1.0,4.852852892067146,7.0,3.092560576384708
85.0,1.0,9.6984517006352,7.0,0.6391604865389904
86.0,1.0,7.562928948322826,8.0,1.4521679789676754
87.0,1.0,4.625522829204228,4.0,1.1311884663964817
88.0,1.0,10.090200626064973,2.0,0.04782872680886265
89.0,1.0,6.3858298203840285,7.0,1.6329434488086938
90.0,1.0,1.125116649521785,3.0,8.861283902317416
91.0,1.0,4.020258150138008,5.0,2.4698775479284727
92.0,1.0,3.753162191680386,5.0,2.9137861765244524
93.0,1.0,2.3358745934579135,3.0,3.232107405094372
94.0,1.0,6.21139641763811,5.0,0.8878265709585423
95.0,1.0,3.6127346579759143,8.0,8.17746907656035
96.0,1.0,8.463634103195467,1.0,0.01763486980078187
97.0,1.0,8.571061406543173,4.0,0.27434385564207975
98.0,1.0,9.698972266805804,3.0,0.11738295714572833
99.0,1.0,5.718212221917715,1.0,0.042989439964115916
100.0,1.0,8.35263613925529,3.0,0.16345431061376597
101.0,1.0,6.047476339805808,2.0,0.15107441821842507
102.0,1.0,5.656563771387224,6.0,1.5870506431760565
103.0,1.0,2.631544604656961,4.0,4.369271376802826
104.0,1.0,7.400823271505821,9.0,1.9299251997354412
105.0,1.0,6.986326182331261,2.0,0.1085891251760983
106.0,1.0,2.7885900119924587,3.0,2.143339786744886
107.0,1.0,9.129370129203387,9.0,1.2073935648686094
108.0,1.0,5.893435279987435,9.0,3.247051447661519
109.0,1.0,3.1876766209282144,7.0,8.468821518377597
110.0,1.0,7.121482086240922,7.0,1.2736355921778446
111.0,1.0,1.5858552042644831,5.0,18.61190450260785
112.0,1.0,5.537047736172602,4.0,0.7412622956267577
113.0,1.0,9.83166795031283,3.0,0.11392641744041425
114.0,1.0,3.9419637407467656,7.0,5.075011438637295
115.0,1.0,3.4011071255763934,6.0,5.3212596486451265
116.0,1.0,2.6227217772654634,3.0,2.477137420904486
117.0,1.0,8.500212114581029,6.0,0.6287860148729739
118.0,1.0,5.769225169540703,3.0,0.37901904343118303
119.0,1.0,3.6832414664311086,2.0,0.48781768224117744
120.0,1.0,6.970534937299314,3.0,0.24558434277969798
121.0,1.0,8.421353445483044,2.0,0.07133114459639256
122.0,1.0,3.314811661366492,6.0,5.661843537743619
123.0,1.0,5.656760312244723,4.0,0.7052989274167225
124.0,1.0,6.481916261742095,6.0,1.1593677952961114
125.0,1.0,7.533729811952792,6.0,0.8239942501082699
126.0,1.0,4.7825357608824675,2.0,0.26130850472759765
127.0,1.0,5.640669608495962,1.0,0.04437381234932057
128.0,1.0,3.3005411732061383,9.0,12.872488314706217
129.0,1.0,9.066898504879894,2.0,0.060537404321285876
130.0,1.0,4.29172089718534,1.0,0.08449209692274634
131.0,1.0,1.6330874338788863,4.0,11.422047000838482
132.0,1.0,3.0275445526386315,1.0,0.1956588424070024
133.0,1.0,4.8722552406481405,7.0,3.063579787660969
134.0,1.0,4.198500880251421,6.0,3.205582591617627
135.0,1.0,8.990371963773992,2.0,0.061684564637911096
136.0,1.0,2.7913832004880885,9.0,19.244230272907632
137.0,1.0,5.529221542186928,5.0,1.1620422463582152
138.0,1.0,1.5501271463845603,8.0,49.13100014878745
139.0,1.0,3.958729297518642,1.0,0.10252121130650148
140.0,1.0,8.401285474427834,2.0,0.07171154174811356
