id,arrival,deadline,Utilization,Profit
0.0,1.0,5.093736724643245,7.0,2.7592140281360567
1.0,1.0,3.0728798636640304,7.0,9.250814431328362
2.0,1.0,6.02888352000205,6.0,1.3693591719689697
3.0,1.0,6.57265137329788,2.0,0.12478769195989026
4.0,1.0,2.0934740404028283,6.0,16.39579091656396
5.0,1.0,3.384151194671622,3.0,1.3464634627405387
6.0,1.0,3.4640833947357526,5.0,3.5352143526441373
7.0,1.0,5.0686260575376005,2.0,0.22787195287600237
8.0,1.0,6.351929150255179,6.0,1.2144460122462388
9.0,1.0,6.530878042110304,7.0,1.551093727757137
10.0,1.0,5.027999030230288,2.0,0.23222362696906348
11.0,1.0,4.78516187497963,6.0,2.348727219074663
12.0,1.0,3.627691646920719,2.0,0.5060240012248775
13.0,1.0,6.679219663800098,3.0,0.2706479095272568
14.0,1.0,5.601193741262127,3.0,0.40593597754030075
15.0,1.0,3.2342801925946487,4.0,2.670223413590102
16.0,1.0,4.819305315294003,5.0,1.6038911074278817
17.0,1.0,5.505973841468619,4.0,0.7510397114472571
18.0,1.0,4.682424607883145,4.0,1.0988821558072195
19.0,1.0,5.122425568550434,1.0,0.055572867836899645
20.0,1.0,4.348975417832799,1.0,0.08186229283597905
21.0,1.0,1.0993136293473476,9.0,80.20888397824643
22.0,1.0,5.70631226411717,5.0,1.0799427570911624
23.0,1.0,3.8249856127291744,3.0,1.0021664933100765
24.0,1.0,4.990310131840453,5.0,1.477316547654461
25.0,1.0,2.1366996737577972,3.0,3.9265539851511946
26.0,1.0,6.472605803680828,2.0,0.1292431567037506
27.0,1.0,6.724944870154932,5.0,0.7401925866507388
28.0,1.0,1.9108158957893524,4.0,8.74514974034738
29.0,1.0,5.871953258155591,5.0,1.0106756231049523
30.0,1.0,5.893440695564237,1.0,0.040086969737531356
31.0,1.0,1.908376750200886,4.0,8.766410829187658
32.0,1.0,4.532358588740622,5.0,1.8549355517497552
33.0,1.0,3.607670667292258,6.0,4.615416385392385
34.0,1.0,5.221307172405298,3.0,0.4782290415007997
35.0,1.0,4.449446060728333,2.0,0.3101092965469203
36.0,1.0,5.568409829495869,4.0,0.7315834708013407
37.0,1.0,5.740960744541556,2.0,0.17038163386806837
38.0,1.0,4.335979402775387,6.0,2.968152080461271
39.0,1.0,6.0790614392583056,5.0,0.9329449509559056
40.0,1.0,2.5513303450316247,3.0,2.641910331292219
41.0,1.0,6.567474696498046,4.0,0.5000504035782479
42.0,1.0,3.4664661809723785,6.0,5.082265343097614
43.0,1.0,3.358064552362462,8.0,9.755400952318357
44.0,1.0,5.863642377215153,4.0,0.6489551350722343
45.0,1.0,4.568397000003223,2.0,0.29125950999943107
46.0,1.0,5.2102939812199205,8.0,3.4176029842405256
47.0,1.0,3.163984934129207,4.0,2.8154982220636278
48.0,1.0,4.813563766051352,5.0,1.6084133039839112
49.0,1.0,6.171725260965165,3.0,0.3243624041794646
50.0,1.0,6.468996314289709,2.0,0.12940829064788487
51.0,1.0,3.100747674180057,8.0,11.823080624737702
52.0,1.0,6.737297058188258,1.0,0.029484106968063552
53.0,1.0,2.8560827893101974,5.0,5.624242149264254
54.0,1.0,2.8203887501959977,1.0,0.23181336084434714
55.0,1.0,3.5567616210215034,1.0,0.1326782567882626
56.0,1.0,5.526413200028522,5.0,1.1634175114564802
57.0,1.0,2.0856600814654165,3.0,4.130983740729895
58.0,1.0,4.694942949006587,1.0,0.06824725770198414
59.0,1.0,3.705032913278141,7.0,5.891403592676036
60.0,1.0,6.022082525791122,5.0,0.9534228930219003
61.0,1.0,3.8235499405377826,6.0,4.012289076729759
62.0,1.0,5.912983178838946,8.0,2.5460067684077616
63.0,1.0,6.804757161526601,2.0,0.11528970411911706
